Deaths,ObservationDate
0,02-02-2020
1,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
1,02-02-2020
0,02-02-2020
0,02-02-2020
2,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
0,02-02-2020
1,02-02-2020
1,02-02-2020
1,02-02-2020
1,02-02-2020
1,02-02-2020
1,02-02-2020
414,02-03-2020
0,02-03-2020
0,02-03-2020
2,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
2,02-03-2020
0,02-03-2020
0,02-03-2020
1,02-03-2020
1,02-03-2020
1,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
2,02-03-2020
0,02-03-2020
1,02-03-2020
0,02-03-2020
0,02-03-2020
1,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
1,02-03-2020
0,02-03-2020
0,02-03-2020
2,02-03-2020
2,02-03-2020
2,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
0,02-03-2020
1,02-03-2020
1,02-03-2020
1,02-03-2020
1,02-03-2020
1,02-03-2020
479,02-04-2020
0,02-04-2020
0,02-04-2020
2,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
2,02-04-2020
0,02-04-2020
1,02-04-2020
0,02-04-2020
1,02-04-2020
1,02-04-2020
0,02-04-2020
2,02-04-2020
0,02-04-2020
0,02-04-2020
1,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
1,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
1,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
2,02-04-2020
0,02-04-2020
1,02-04-2020
0,02-04-2020
0,02-04-2020
2,02-04-2020
2,02-04-2020
2,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
1,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
0,02-04-2020
1,02-04-2020
1,02-04-2020
1,02-04-2020
1,02-04-2020
1,02-04-2020
549,02-05-2020
0,02-05-2020
0,02-05-2020
2,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
2,02-05-2020
0,02-05-2020
0,02-05-2020
1,02-05-2020
1,02-05-2020
1,02-05-2020
0,02-05-2020
2,02-05-2020
0,02-05-2020
0,02-05-2020
1,02-05-2020
0,02-05-2020
1,02-05-2020
0,02-05-2020
0,02-05-2020
1,02-05-2020
1,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
1,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
2,02-05-2020
0,02-05-2020
1,02-05-2020
0,02-05-2020
0,02-05-2020
2,02-05-2020
2,02-05-2020
2,02-05-2020
0,02-05-2020
0,02-05-2020
1,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
0,02-05-2020
1,02-05-2020
1,02-05-2020
1,02-05-2020
1,02-05-2020
1,02-05-2020
1,02-05-2020
618,02-06-2020
0,02-06-2020
0,02-06-2020
2,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
2,02-06-2020
0,02-06-2020
0,02-06-2020
1,02-06-2020
1,02-06-2020
1,02-06-2020
3,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
1,02-06-2020
0,02-06-2020
1,02-06-2020
0,02-06-2020
0,02-06-2020
1,02-06-2020
1,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
1,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
2,02-06-2020
0,02-06-2020
1,02-06-2020
0,02-06-2020
0,02-06-2020
2,02-06-2020
2,02-06-2020
2,02-06-2020
0,02-06-2020
0,02-06-2020
1,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
0,02-06-2020
1,02-06-2020
1,02-06-2020
1,02-06-2020
1,02-06-2020
1,02-06-2020
1,02-06-2020
699,02-07-2020
1,02-07-2020
0,02-07-2020
3,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
2,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
1,02-07-2020
3,02-07-2020
1,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
0,02-07-2020
2,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
1,02-07-2020
0,02-07-2020
1,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
0,02-07-2020
0,02-07-2020
2,02-07-2020
0,02-07-2020
2,02-07-2020
2,02-07-2020
2,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
0,02-07-2020
1,02-07-2020
1,02-07-2020
1,02-07-2020
1,02-07-2020
1,02-07-2020
1,02-07-2020
780,02-08-2020
1,02-08-2020
0,02-08-2020
4,02-08-2020
1,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
2,02-08-2020
0,02-08-2020
1,02-08-2020
2,02-08-2020
5,02-08-2020
1,02-08-2020
0,02-08-2020
1,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
2,02-08-2020
0,02-08-2020
0,02-08-2020
1,02-08-2020
1,02-08-2020
1,02-08-2020
1,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
1,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
1,02-08-2020
0,02-08-2020
0,02-08-2020
2,02-08-2020
0,02-08-2020
2,02-08-2020
2,02-08-2020
2,02-08-2020
0,02-08-2020
0,02-08-2020
1,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
0,02-08-2020
1,02-08-2020
1,02-08-2020
1,02-08-2020
1,02-08-2020
1,02-08-2020
1,02-08-2020
871,02-09-2020
1,02-09-2020
0,02-09-2020
6,02-09-2020
1,02-09-2020
1,02-09-2020
0,02-09-2020
2,02-09-2020
0,02-09-2020
1,02-09-2020
1,02-09-2020
2,02-09-2020
6,02-09-2020
1,02-09-2020
0,02-09-2020
0,02-09-2020
2,02-09-2020
1,02-09-2020
0,02-09-2020
3,02-09-2020
0,02-09-2020
0,02-09-2020
1,02-09-2020
1,02-09-2020
2,02-09-2020
1,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
1,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
1,02-09-2020
0,02-09-2020
0,02-09-2020
2,02-09-2020
0,02-09-2020
0,02-09-2020
2,02-09-2020
2,02-09-2020
2,02-09-2020
0,02-09-2020
0,02-09-2020
1,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
0,02-09-2020
1,02-09-2020
1,02-09-2020
1,02-09-2020
1,02-09-2020
1,02-09-2020
1,02-09-2020
974,02-10-2020
1,02-10-2020
0,02-10-2020
6,02-10-2020
1,02-10-2020
3,02-10-2020
1,02-10-2020
0,02-10-2020
2,02-10-2020
1,02-10-2020
1,02-10-2020
2,02-10-2020
7,02-10-2020
1,02-10-2020
0,02-10-2020
2,02-10-2020
0,02-10-2020
1,02-10-2020
0,02-10-2020
3,02-10-2020
0,02-10-2020
0,02-10-2020
1,02-10-2020
0,02-10-2020
1,02-10-2020
2,02-10-2020
1,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
1,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
1,02-10-2020
0,02-10-2020
2,02-10-2020
0,02-10-2020
0,02-10-2020
2,02-10-2020
2,02-10-2020
2,02-10-2020
0,02-10-2020
0,02-10-2020
1,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
0,02-10-2020
1,02-10-2020
1,02-10-2020
1,02-10-2020
1,02-10-2020
1,02-10-2020
1,02-10-2020
1068,02-11-2020
1,02-11-2020
0,02-11-2020
7,02-11-2020
1,02-11-2020
4,02-11-2020
1,02-11-2020
0,02-11-2020
3,02-11-2020
1,02-11-2020
1,02-11-2020
8,02-11-2020
3,02-11-2020
1,02-11-2020
0,02-11-2020
2,02-11-2020
0,02-11-2020
1,02-11-2020
0,02-11-2020
3,02-11-2020
0,02-11-2020
1,02-11-2020
0,02-11-2020
0,02-11-2020
2,02-11-2020
2,02-11-2020
1,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
1,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
1,02-11-2020
0,02-11-2020
2,02-11-2020
0,02-11-2020
0,02-11-2020
2,02-11-2020
2,02-11-2020
2,02-11-2020
0,02-11-2020
0,02-11-2020
1,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
0,02-11-2020
1,02-11-2020
1,02-11-2020
1,02-11-2020
1,02-11-2020
1,02-11-2020
1,02-11-2020
1,02-11-2020
1068,02-12-2020
1,02-12-2020
8,02-12-2020
0,02-12-2020
2,02-12-2020
4,02-12-2020
1,02-12-2020
0,02-12-2020
3,02-12-2020
2,02-12-2020
1,02-12-2020
8,02-12-2020
3,02-12-2020
1,02-12-2020
0,02-12-2020
2,02-12-2020
0,02-12-2020
1,02-12-2020
0,02-12-2020
4,02-12-2020
0,02-12-2020
1,02-12-2020
0,02-12-2020
1,02-12-2020
2,02-12-2020
2,02-12-2020
1,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
1,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
1,02-12-2020
0,02-12-2020
2,02-12-2020
0,02-12-2020
0,02-12-2020
2,02-12-2020
2,02-12-2020
2,02-12-2020
0,02-12-2020
0,02-12-2020
1,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
0,02-12-2020
1,02-12-2020
1,02-12-2020
1,02-12-2020
1,02-12-2020
1,02-12-2020
1,02-12-2020
1,02-12-2020
1310,02-13-2020
2,02-13-2020
10,02-13-2020
0,02-13-2020
2,02-13-2020
5,02-13-2020
1,02-13-2020
0,02-13-2020
4,02-13-2020
2,02-13-2020
1,02-13-2020
9,02-13-2020
3,02-13-2020
1,02-13-2020
0,02-13-2020
3,02-13-2020
0,02-13-2020
2,02-13-2020
0,02-13-2020
4,02-13-2020
0,02-13-2020
1,02-13-2020
0,02-13-2020
3,02-13-2020
1,02-13-2020
2,02-13-2020
1,02-13-2020
0,02-13-2020
1,02-13-2020
0,02-13-2020
0,02-13-2020
1,02-13-2020
0,02-13-2020
1,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
1,02-13-2020
0,02-13-2020
2,02-13-2020
0,02-13-2020
0,02-13-2020
2,02-13-2020
2,02-13-2020
2,02-13-2020
2,02-13-2020
0,02-13-2020
0,02-13-2020
1,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
0,02-13-2020
1,02-13-2020
1,02-13-2020
1,02-13-2020
1,02-13-2020
1,02-13-2020
1,02-13-2020
1,02-13-2020
1457,02-14-2020
2,02-14-2020
11,02-14-2020
0,02-14-2020
2,02-14-2020
6,02-14-2020
1,02-14-2020
0,02-14-2020
5,02-14-2020
2,02-14-2020
1,02-14-2020
11,02-14-2020
3,02-14-2020
1,02-14-2020
3,02-14-2020
0,02-14-2020
0,02-14-2020
2,02-14-2020
0,02-14-2020
0,02-14-2020
4,02-14-2020
1,02-14-2020
0,02-14-2020
3,02-14-2020
1,02-14-2020
2,02-14-2020
1,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
1,02-14-2020
1,02-14-2020
0,02-14-2020
1,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
1,02-14-2020
0,02-14-2020
2,02-14-2020
0,02-14-2020
0,02-14-2020
2,02-14-2020
2,02-14-2020
2,02-14-2020
2,02-14-2020
0,02-14-2020
0,02-14-2020
1,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
0,02-14-2020
1,02-14-2020
1,02-14-2020
1,02-14-2020
1,02-14-2020
1,02-14-2020
1,02-14-2020
1,02-14-2020
1596,02-15-2020
2,02-15-2020
13,02-15-2020
0,02-15-2020
2,02-15-2020
6,02-15-2020
1,02-15-2020
0,02-15-2020
5,02-15-2020
2,02-15-2020
1,02-15-2020
11,02-15-2020
4,02-15-2020
1,02-15-2020
3,02-15-2020
0,02-15-2020
0,02-15-2020
2,02-15-2020
0,02-15-2020
0,02-15-2020
4,02-15-2020
1,02-15-2020
0,02-15-2020
3,02-15-2020
1,02-15-2020
2,02-15-2020
1,02-15-2020
0,02-15-2020
0,02-15-2020
1,02-15-2020
0,02-15-2020
1,02-15-2020
1,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
1,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
1,02-15-2020
0,02-15-2020
2,02-15-2020
0,02-15-2020
0,02-15-2020
2,02-15-2020
2,02-15-2020
2,02-15-2020
2,02-15-2020
0,02-15-2020
0,02-15-2020
1,02-15-2020
